Date,User,Message
2026-04-15 15:22:44,"조현빈","파일: 속도는벡터_자문이메일_v2.pdf"
2026-04-15 15:22:50,"조현빈","이거 한 번 보시면 좀 정리 될것 같은데"
2026-04-15 15:23:32,"조현빈","내일까지 자문 보내야하니 좀 서둘러야 할 것 같긴 합니다."
2026-04-15 15:25:39,"조현빈","혹시 보시고 피드백 주실 수 있는 부분/내용 있으시면 바로 카톡으로 연락주세요"
2026-04-15 15:28:56,"조현빈","지금 내용 확인되시는 분 없으실까요?!"
2026-04-15 15:31:09,"이동욱","내용 자체는 괜찮은데"
2026-04-15 15:31:20,"이동욱","조금더 저번에 보냈던거처럼 다듬어야할거같긴 합니다"
2026-04-15 15:31:25,"이동욱","일단 다른 분들 의견 들어보죠"
2026-04-15 15:32:43,"조현빈","그냥 초안이라서 사실 내용만 일단 확정이 되면, 다듬는 건 피드백으로 가능할 것 같아서"
2026-04-15 15:42:51,"조현빈","일단 흐름 자체는 저희가 저번에 했던 Cascade Vector Similarity Decomposition 이거에서 교수님 피드백으로 Skew-Aware Sampling으로 전환하게 됐다. 자문 주신 부분에 대해서 고려해서 실험 데이터나 방법 결정했고, 크게 3단계 과정으로 최종 발표까지 진행하려고 한다. 이게 일단 큰 흐름이긴 해요"
2026-04-15 15:51:58,"조현빈","readme 문서도 업데이트 해놔서 큰 내용은 readme보면 될거에요"
2026-04-15 16:14:05,"조현빈","일단 RQ1, RQ2까지 중간 발표하고/ RQ3(분포 모를 때 최적화)을 최종 발표에 하는 식으로 큰 틀에서 보고 있는데"
2026-04-15 16:17:18,"박세은","selectivity (0.001 ~ 0.500) 는 단위가 어떻게 되나요?"
2026-04-15 16:18:11,"조현빈","selectivity는 ""전체 데이터 중 query 조건에 맞는 비율"" 입니다. 단위 없이 0~1 사이 비율입니다.

예시 (1M 데이터 기준):

s=0.500 → 50만 행이 조건 충족 (넓은 범위)
s=0.010 → 1만 행이 조건 충족 (좁은 범위)
s=0.001 → 1천 행만 조건 충족 (아주 좁은 범위)

벡터 검색에서는 ""query 벡터와의 거리가 D 미만인 행의 비율""이 selectivity입니다. D를 크게 잡으면 selectivity↑(넓은 범위), 작게 잡으면 selectivity↓(좁은 범위)."
2026-04-15 16:20:59,"박세은","""s=0.500 → 50만 행이 조건 충족""이라면 selectivity를 비율이 아닌 rows*0.000001한 값으로 보는 것 아닌가요? 헷갈려서 질문 드립니다"
2026-04-15 16:22:00,"조현빈","selectivity = 조건 충족 행 수 / 전체 행 수

1M(100만) 기준:

s=0.500 = 500,000 / 1,000,000 = 0.500 (50%)
s=0.010 = 10,000 / 1,000,000 = 0.010 (1%)
그러니까 selectivity = 비율 그 자체입니다. 0.500이면 전체의 50%가 조건에 해당한다는 뜻이에요."
2026-04-15 16:22:46,"조현빈","1000000 중 (50%)
1000000 중 (1%)
1000000 중 (0.1%) 이렇게 비율로"
2026-04-15 16:22:52,"박세은","아 이해했습니다"
2026-04-15 16:23:38,"조현빈","일단은 데이터셋 8M로도 돌려놓고는 있어요 1M vs 8M 비교로 쓰려고"
2026-04-15 16:25:51,"박세은","자문이메일 v2 확인했는데, EXPLAIN ANAYLYZE로 내부 동작을 분석하였다고 되어있더라고요, 혹시 분석 화면 캡쳐본 같은 게 있을까요?"
2026-04-15 16:28:21,"조현빈","따로 캡쳐본은 없는데 만들어볼게요 잠시만요"
2026-04-15 16:30:05,"조현빈","오늘 수업 시작때 공지한게 저 4월 30일 보강 저건가요?"
2026-04-15 16:30:54,"박세은","넵 5월1일 공휴일 되어서 그 전날 저녁에 보강하신다고 하셨습니다"
2026-04-15 16:31:34,"조현빈","그리고 이미지나 다이어그램 같은 모식도 이런거 최종 이미지는 제미나이로 만드는 게 나을거 같아요 일단은 흐름이해 목적으로 사용하고"
2026-04-15 16:31:55,"조현빈","파일: explain_analyze_reference.pdf"
2026-04-15 16:40:46,"박세은","현빈님 고생 많으셨습니다! 저희 우선은 RQ1, RQ2까지를 중간 목표로 삼고, 이후에 RQ3가 잘 되면 기말 발표에 넣고 만약 잘 안 되면 RQ2 고도화로 마무리하는 것으로 할까요?"
2026-04-15 16:42:06,"조현빈","네, 저도 그게 맞을거 같아요. 중간 발표에서는 문제제기 및 인식으로 하고, 최종발표에서는 해결을 하면 한대로, 못하면 해결을 시도한 것 + 알파 이렇게"
2026-04-15 16:42:51,"박세은","멘토님께는 현재 상황 간략히 정리하고 방향 조언을 부탁드리는 것으로 하면 좋을 것 같습니다.

혹시 이번 자문메일은 동욱님께서 작성 가능하실까요? 현빈님께서 작성해주신 자문메일 초안 바탕으로 수정만 조금 하면 될 것 같습니다."
2026-04-15 16:49:37,"조현빈","파일: 속도는벡터_자문이메일_v3.pdf"
2026-04-15 16:49:42,"조현빈","그냥 이대로 내용 가도 될것 같긴 한데"
2026-04-15 16:55:11,"박세은","넵 내용은 그대로 좋은 것 같습니다!
다만 현빈님께서는 내용을 잘 아시니까, 동욱님께서 직접 코드를 보지 않은 사람 입장에서도 잘 이해가 되도록 형식을 약간 수정해주시면 좋겠다는 의미였습니다.
@이동욱 혹시 어려우실까요?"
2026-04-15 16:58:58,"이동욱","일단 써볼게요"
2026-04-15 16:58:58,"조현빈","다시 좀 더 그대로 보내도 되게끔 편집봤어요"
2026-04-15 16:59:01,"조현빈","파일: 속도는벡터_자문이메일_v3.pdf"
2026-04-15 16:59:15,"조현빈","사실 자문 내역서 자체가 크게 중요하진 않을 것 같아서"
2026-04-15 16:59:51,"조현빈","팀 리뷰랑 중간 발표 내용 확정 -> 보고서/발표자료 생성 -> 기술 내용 숙지 이렇게가 더 메인일 것 같아서"
2026-04-15 17:00:50,"조현빈","제가 읽어봤을 때엔 간결하게 내용은 잘 전달되는 것 같은데"
2026-04-15 17:01:49,"이동욱","전 근데"
2026-04-15 17:01:57,"이동욱","이정도면 괜찮은거 같긴해요"
2026-04-15 17:02:05,"이동욱","아까 얘기했던건 너무 초안이었어서"
2026-04-15 17:02:08,"조현빈","처음 읽어도 다 이해할 수도 있는것 같고"
2026-04-15 17:02:19,"조현빈","네 아까는 그냥 완전 막 적은거였어서"
2026-04-15 17:02:54,"조현빈","지금은 기존에 자문 드렸던 계획 -> 폐기 후 변경 -> 실험 결과 -> 판단 요청 이런 흐름인 것 같아서"
2026-04-15 17:04:45,"조현빈","일단은 RQ2 실험 돌리면서 RQ3 물어보고 있는데,
LSH 알고리즘도 충분히 구현 가능할거라고 판단해서"
2026-04-15 17:05:19,"조현빈","최종 발표는 적응형 샘플링 구현으로 개선으로 가져가면 될 것 같아요 RQ2 고도화 대신에"
2026-04-15 17:05:30,"박세은","오 좋습니다"
2026-04-15 17:05:53,"조현빈","RQ나 H는
Research Question, Hypothesis 약자로 많이 표기한다고 해서 그냥 이 표현은 가져가도 될 것 같고"
2026-04-15 17:06:28,"조현빈","RQ1, 2 관련 데이터는 오늘 다 모아질 것 같아서
자문 내역서는 저렇게 보내고
중간 발표만 준비하면 될 것 같은데"
2026-04-15 17:07:05,"조현빈","지도확인서에도 기존 RQ1, RQ2에 대해서 데이터 여러 케이스 뽑아서 분석한다고 하면 될 것 같고"
2026-04-15 17:08:39,"조현빈","중간 보고서/발표자료에 실을 내용이나 흐름만 확정지으면 될 것 같아요 남은 기간 동안에는
제가 다른 프레젠테이션 준비해보니까, 긴 흐름의 document나 context는 클로드로 뽑고
발표 자료나 관련 이미지 같은 것들은 gemini 이용하면 될 것 같아요. 아니면 클로드로 ppt 초안까지 뽑고 수작업 + gemini 이미지 생성으로 완성해도 될 것 같구요"
2026-04-15 17:09:13,"박세은","제가 ai generated 바탕으로 수작업하는 거 많이 해봤습니다..."
2026-04-15 17:09:29,"조현빈","ㅋㅋㅋㅋ다행이네요 스타일이 좀 너무 한정적이더라구요 특히 클로드는"
2026-04-15 17:13:56,"조현빈","일단 실험 리스트업부터 하면

RQ1/RQ2 실험 현황

[완료]

클러스터링 분석: 1M 벡터 k-means K=20, 크기 2.6만~8.1만 (3배 차이) → RQ1
Exqutor 설계 제약 5종 발견 (단일 테이블 전환 근거) → RQ1
SYSTEM→BERNOULLI 교체: +3.8~9.6% 개선 → RQ2
KM20 층화 샘플링 구현: 1M 기존 대비 +1.64% (5-seed, 유의) → RQ2
KM20 vs RANDOM20 대조 실험: 좁은 쿼리에서 19.6%p 차이 → RQ1+RQ2
Two-Level Decomposition: 비례 배분 / 공간 인식 효과 분리 → RQ1+RQ2
[진행 중]

8M KM20 vs BERN 재측정: 4/5 seed 완료, 현재 평균 +1.83% → RQ2
[예정]

8M RANDOM20 selectivity gradient (1%/5%/50%) → RQ1+RQ2
SIFT 128d KM20 vs BERN + RANDOM20 gradient → RQ1+RQ2
1M 추가 selectivity 구간 (10%, 30%) 보충 → RQ1+RQ2"
2026-04-15 17:14:51,"조현빈","내용 좀 더 풀어서 리스트업 해볼게요"
2026-04-15 17:15:05,"조현빈","RQ1/RQ2 실험 현황

[완료]

1M 벡터를 20개 그룹으로 클러스터링 → 그룹 크기가 최소 2.6만~최대 8.1만으로 데이터가 특정 영역에 몰려 있음을 확인 → RQ1
Exqutor 소스 코드 분석 → 단일 테이블 쿼리를 제대로 처리하지 못하는 설계 제약 5종 발견, 연구 범위를 단일 테이블로 전환 → RQ1
Exqutor 기본 샘플링 방식(SYSTEM)을 통계적으로 더 정확한 방식(BERNOULLI)으로 교체 → +3.8~9.6% 개선 → RQ2
공간 구조를 반영한 층화 샘플링(KM20)을 직접 구현 → 기존 대비 +1.64% 추가 개선 (5회 반복, 통계적으로 유의) → RQ2
같은 층화 샘플링을 ""공간 구조를 아는 파티션(KM20)"" vs ""무작위 파티션(RANDOM20)""으로 비교 → 넓은 쿼리에서는 차이 없지만, 좁은 쿼리에서는 19.6%p 격차 발생. 쏠림이 성능 저하의 원인임을 직접 증명 → RQ1+RQ2
위 대조 실험에서 개선 효과가 ""표본 크기 안정화""와 ""공간 인식"" 두 경로로 분리됨을 발견 (Two-Level Decomposition) → RQ1+RQ2
[진행 중]

1M에서 확인한 결과가 800만 건에서도 재현되는지 검증 중 → 5회 중 4회 완료, 현재 평균 +1.83% → RQ2
[예정]

800만 건에서도 쿼리 범위별 KM20 vs RANDOM20 격차 재현 확인 → RQ1+RQ2
다른 종류의 벡터(SIFT 128d)에서도 같은 패턴이 나타나는지 검증 → RQ1+RQ2
1M에서 중간 쿼리 범위(10%, 30%) 추가 측정하여 그래프 보충 → RQ1+RQ2"
2026-04-15 17:18:23,"조현빈","파일: 속도는벡터_2차 자문요청.pdf"
2026-04-15 17:18:32,"조현빈","자문 요청은 이 파일로 하면 될 것 같은데"
2026-04-15 17:18:39,"조현빈","세은님이 메일 보내실래요?"
2026-04-15 17:29:38,"박세은","넵 지금 작성 중입니다"
2026-04-15 17:40:04,"박세은","메일 드렸습니다. 모두 참조에 걸어서, 확인 가능하실 것 같습니다"
2026-04-15 17:40:19,"조현빈","네 확인했습니다"
2026-04-15 20:50:38,"조현빈","[실험 완료] 8M KM20 vs BERN (s=0.500, 외적 타당성)

1M에서 확인한 +1.64% 개선이 800만 건에서도 재현되는지 검증
→ 5-seed 평균 +1.76% (95% CI [1.10%, 2.39%])
→ 5회 중 4회 통계적으로 유의
→ 1M 결과와 CONSISTENT 판정

| seed | 개선 | p-value |
| 0.1 | +1.54% | 0.039* |
| 0.2 | +2.37% | 0.0001*** |
| 0.3 | +2.85% | 0.001** |
| 0.4 | +0.55% | 0.189 |
| 0.5 | +1.47% | 0.013* |

결과 파일: experiments/results/rq2_aware/8m_km20_s0500_5seed.json
다음 실험: 8M RANDOM20 gradient (현재 진행 중)"
2026-04-15 22:45:46,"조현빈","다음 실험은 규모가 커서 내일 아침은 돼야 끝나겠네요"
2026-04-15 22:46:01,"조현빈","혹시 문서 보시고 피드백 주실 분들은 카톡 남겨주세요. 내일 계속 진행/수정해볼게요"
2026-04-16 07:29:45,"조현빈","현재 기준 업데이트된 버전:

RQ1/RQ2 실험 현황 (4/16 07:20 기준)

[완료]

1M 벡터를 20개 그룹으로 클러스터링 → 그룹 크기가 최소 2.6만~최대 8.1만으로 데이터가 특정 영역에 몰려 있음을 확인 → RQ1
Exqutor 소스 코드 분석 → 단일 테이블 쿼리를 제대로 처리하지 못하는 설계 제약 5종 발견, 연구 범위를 단일 테이블로 전환 → RQ1
Exqutor 기본 샘플링 방식(SYSTEM)을 통계적으로 더 정확한 방식(BERNOULLI)으로 교체 → +3.8~9.6% 개선 → RQ2
1M에서 공간 구조를 반영한 층화 샘플링(KM20) 직접 구현 → 기존 대비 +1.64% 추가 개선 (5회 반복, 통계적으로 유의) → RQ2
1M에서 같은 층화 샘플링을 ""공간 구조를 아는 파티션(KM20)"" vs ""무작위 파티션(RANDOM20)""으로 비교 → 넓은 쿼리에서는 차이 없지만, 좁은 쿼리에서는 19.6%p 격차 발생. 쏠림이 성능 저하의 원인임을 직접 증명 → RQ1+RQ2
위 대조 실험에서 개선 효과가 ""표본 크기 안정화""와 ""공간 인식"" 두 경로로 분리됨을 발견 (Two-Level Decomposition) → RQ1+RQ2
800만 건(8M)에서도 KM20 층화 샘플링이 재현되는지 검증 → 5-seed 평균 +1.76%, 1M과 일관된 결과 확인 → RQ2
[진행 중]

800만 건에서도 쿼리 범위별 KM20 vs RANDOM20 격차가 재현되는지 검증 중 → KM20/RANDOM20 양쪽 3개 selectivity 측정 중, RANDOM20 s=0.500 3/5 seed 완료 (나머지 ~09:00 완료 예상) → RQ1+RQ2
[예정]

SIFT 128d(1M과 다른 종류의 벡터)에서 거리 임계값 재계산 후 KM20 vs BERN 검증 → RQ2
SIFT 128d에서도 KM20 vs RANDOM20 격차가 나타나는지 검증 → RQ1+RQ2
1M에서 중간 쿼리 범위(10%, 30%) 추가 측정하여 selectivity gradient 그래프 보충 → RQ1+RQ2"
2026-04-16 11:02:39,"조현빈","RQ1/RQ2 실험 현황 (4/16 11:00 기준)

[완료]

1M 벡터를 20개 그룹으로 클러스터링 → 그룹 크기가 최소 2.6만~최대 8.1만으로 데이터가 특정 영역에 몰려 있음을 확인 → RQ1
Exqutor 소스 코드 분석 → 단일 테이블 쿼리를 제대로 처리하지 못하는 설계 제약 5종 발견, 연구 범위를 단일 테이블로 전환 → RQ1
Exqutor 기본 샘플링 방식(SYSTEM)을 통계적으로 더 정확한 방식(BERNOULLI)으로 교체 → +3.8~9.6% 개선 → RQ2
1M에서 공간 구조를 반영한 층화 샘플링(KM20) 직접 구현 → 기존 대비 +1.64% 추가 개선 (5회 반복, 통계적으로 유의) → RQ2
1M에서 같은 층화 샘플링을 ""공간 구조를 아는 파티션(KM20)"" vs ""무작위 파티션(RANDOM20)""으로 비교 → 넓은 쿼리에서는 차이 없지만, 좁은 쿼리에서는 19.6%p 격차 발생. 쏠림이 성능 저하의 원인임을 직접 증명 → RQ1+RQ2
위 대조 실험에서 개선 효과가 ""표본 크기 안정화""와 ""공간 인식"" 두 경로로 분리됨을 발견 (Two-Level Decomposition) → RQ1+RQ2
800만 건(8M)에서도 KM20 층화 샘플링이 재현되는지 검증 → 5-seed 평균 +1.76%, 1M과 일관된 결과 확인 → RQ2
800만 건에서도 쿼리 범위별 KM20 vs RANDOM20 비교 → s=0.500에서 양쪽 모두 개선 (표본 안정화 효과), s=0.010은 측정 노이즈 지배적 → RQ1+RQ2
SIFT 128d에 대한 거리 임계값(D_target) 재계산 완료 → RQ2
[진행 중]

SIFT 128d(다른 종류의 벡터)에서 KM20 층화 샘플링의 개선 효과 검증 중 → RQ2
[예정]

SIFT 128d에서도 KM20 vs RANDOM20 격차가 나타나는지 검증 → RQ1+RQ2
1M에서 중간 쿼리 범위(10%, 30%) 추가 측정하여 selectivity gradient 그래프 보충 → RQ1+RQ2"
2026-04-16 14:49:31,"박세은","현재 상황을 정리해보면,
DEEP 데이터셋에 대해서 실험.
기본적으로 block 단위였던 것을 바꿔서 row단위 sampling인 bernoulli 샘플링을 하였고 이게 샘플 안정화 레벨,
그리고 거기서 나아가 데이터셋을 20개로 쪼갤 때 거리-aware 방식인 KM20이나 거리 무시 방식인 RANDOM20으로 해봤을 때 차이가 나는 것도 확인했고 이게 공간 인식 레벨.
지금은 1퍼센트 근처의 소소한 개선을 확인."
2026-04-16 14:49:44,"박세은","이런 내용인 게 맞나요?"
2026-04-16 14:51:02,"조현빈","큰 틀은 맞는데, 단계 구분을 약간 보정하면:

1단계: SYSTEM → BERNOULLI (block → row)

이건 Exqutor의 기존 방식이 비효율적이었던 걸 고친 것 (+3.8~9.6%)
우리 연구의 기여라기보다 baseline 교정
2단계: BERNOULLI → Stratified (층화 샘플링)
여기서 Two-Level이 나뉜다:

Level 1 (표본 안정화): 20개로 쪼개서 비례 배분만 해도 표본 크기가 안정됨. KM20이든 RANDOM20이든 발생. s=0.500에서 둘 다 개선되는 게 이 효과.
Level 2 (공간 인식): 쪼개는 방식이 거리 기반(KM20)일 때만 추가 이점. 좁은 쿼리에서 KM20과 RANDOM20이 격차 벌어지는 게 이 효과.
개선 폭:

DEEP 1M/8M s=0.500: +1.6~1.8% (소소하지만 통계적으로 유의)
그런데 지금 돌아가고 있는 SIFT는 s=0.500에서 +3.07% (p<1e-8), s=0.050에서 +4.39% — 데이터셋에 따라 효과 크기가 달라진다
그래서 ""1% 근처 소소한 개선""은 DEEP에 한정된 얘기고, SIFT에서는 3~4%로 더 크다. 이렇게 정리할 수 있겠네요"
2026-04-16 14:52:41,"박세은","네네 사실 DEEP 데이터셋이 균일한 데이터셋이고 SIFT 데이터셋이 skew한 데이터셋으로 여겨졌었거든요.
그래서 SIFT에서 효과가 더 큰 게 맞는데 3%정도면 생각보다 작네요."
2026-04-16 14:52:56,"조현빈","아직 SIFT가 실험이 다 안돼서"
2026-04-16 14:53:06,"조현빈","SIFT 128d에서 KM20 샘플링 하고"
2026-04-16 14:53:13,"조현빈","RANDOM 20 샘플링 해서"
2026-04-16 14:53:18,"조현빈","비교까지 해봐야 정확할 것 같긴 해요"
2026-04-16 14:53:27,"조현빈","아직 데이터를 다 받지는 못하고 진행 중이어서"
2026-04-16 14:53:39,"조현빈","오늘 중으로 다 될 것 같긴 한데 실험이 계속 이어서 진행하고 있어서"
2026-04-16 14:53:41,"박세은","저는 사실 DEEP 랜덤 샘플링 vs. SIFT 랜덤 샘플링이 첫 실험일 줄 알았어요. 나이브하게 생각했을 때는"
2026-04-16 14:54:06,"박세은","그런데 DEEP에서도 이렇게 여러 계층의 실험을 해주셔서 내용이 풍부할 것 같네요"
2026-04-16 14:54:20,"조현빈","네, 내용만 취사선택하면 될 것 같아요"
2026-04-16 17:58:39,"조현빈","실험 결과 공유할게요"
2026-04-16 17:58:47,"조현빈","파일: RQ1_RQ2 실험 결과 정리.pdf"
2026-04-16 17:59:45,"조현빈","git에 experiments에 데이터들 다 있으니까 확인해보셔도 돼요"
2026-04-16 18:49:32,"조현빈","자문 피드백 오면 그거 반영해서 중간 발표 준비 할까요?! 그 떄까진 추가로 할 건 없을거 같은데"
2026-04-16 18:50:18,"조현빈","지도확인서만 한 명이 RQ1, RQ2 관련해서 실험 진행했다고 서술하면 될 것 같은데"
2026-04-16 19:22:25,"박세은","넵 자문피드백 금방 주실 것 같아서 그때까지는 각자 할 것(시험공부 등...) 하면서 기다릴까요?"
2026-04-16 19:23:49,"조현빈","네! 어차피 따로 준비할 건 없고 이제 시험보고서 발표 내용하고 ppt 만들고. 내용 이해만 하면 될 것 같아서요~!!
딱히 머 저는 시험 신경 안써서 RQ3는 어떤 게 좋을지 클로드랑 같이 여러 선택지로 알아봐볼게요!"
2026-04-16 19:39:38,"강재현","어제오늘 과제 땜에 시간 많이 못 썼는데 오늘 밤에 확인해볼게요. 나중에 발표자료랑 발표는 담당하겠습니다."
2026-04-16 19:44:43,"박세은","그럼 저희 오늘은 지도확인서 내용만 작성해보면 될 것 같네요"
2026-04-16 19:54:06,"조현빈","제가 초안 드릴게요!

4월 3일 교수님 지도 미팅에서 확정한 ""데이터 쏠림 → uniform sampling 성능 저하 → 개선된 sampling"" 프레이밍에 따라, RQ1(문제 제기)과 RQ2(개선 방안)에 대한 실험을 수행하였다.

RQ1에서는 DEEP 96d와 SIFT 128d 두 종류의 벡터 데이터셋에 대해 k-means 클러스터링을 수행하여 공간적 쏠림을 확인하고, 공간 구조를 반영한 파티션(KM20)과 무작위 파티션(RANDOM20)의 대조 실험을 통해 쏠림이 추정 정확도 저하의 원인임을 검증하였다.

RQ2에서는 KM20 기반 층화 샘플링을 Exqutor 소스에 직접 구현하여, DEEP 1M/8M 및 SIFT 1.5M 세 가지 데이터셋에서 기존 대비 +1.6~4.4%의 추정 정확도 개선을 확인하였다. 또한 개선 효과가 ""표본 크기 안정화""와 ""공간 인식"" 두 경로로 분리됨을 발견하였다(Two-Level Decomposition).

중간 발표에서는 RQ1과 RQ2의 실험 결과를 보고하고, 최종 발표에서 RQ3(분포를 사전에 모를 때의 적응형 층화 샘플링)을 다룰 예정이다."
2026-04-16 20:03:50,"박세은","넵 이거 활용해서 지도내역서 작성하고 내일 서명받겠습니다"
2026-04-16 20:04:40,"조현빈","넵!"
2026-04-17 12:11:38,"조현빈","파일: 속도는벡터_중간발표_20260417_0000.pptx"
2026-04-17 12:11:45,"조현빈","대충 초안이고 git에 업로드 해놨습니다"
2026-04-17 12:12:15,"조현빈","사진"
2026-04-17 12:12:29,"조현빈","이런 건 그대로 써도 될것 같기도 하고
디자인 업그레이드 할 거 있으면 해도 좋을 것 같아요"
2026-04-17 12:15:49,"박세은","Figure들은 전반적으로 그대로 써도 될 퀄리티인 것 같아요"
2026-04-17 12:22:26,"이동욱","ppt 제가 담주에 시험끝나고 바로 한번 다듬어볼게요"
2026-04-17 12:22:46,"조현빈","사실 ppt 다듬기보다는 일단
보고서 내용을 결정해야 돼서"
2026-04-17 12:23:23,"조현빈","전반적으로 검토부터 하는 게 필요합니다. 실험은 더 진행 안해도 데이터는 충분한 것 같아서. 내용/방향을 확실하게 결정하는 게 중요할 것 같습니다. 자문 피드백 오면 반영할 부분 고려하고"
2026-04-17 12:23:38,"이동욱","그 보고서 내용이"
2026-04-17 12:23:58,"이동욱","깃헙에 올라와있는거도 초안인거죠?"
2026-04-17 12:24:12,"조현빈","네, 260417_0000 기준이요"
2026-04-17 12:46:50,"조현빈","현재 흐름을 이해하기 어려울 것 같아서 따로 문서화해봤습니다. git에도 업데이트 되어있구요"
2026-04-17 12:46:53,"조현빈","파일: 팀원 온보딩_20260417.pdf"
2026-04-17 14:08:16,"박세은","교수님 보고 자료
- 채림님께 데이터셋 및 서버 접속 권한 받아서 실험 중
- 사용하고 있는 데이터셋은 DEEP과 SIFT

- 우선 DEEP에서 실험한 결과
- 기존(Exqutor) 방식은 block 단위 샘플링인데, 이를 row 단위 샘플링으로 바꿨더니 4~10% 정도의 성능 개선
- 벡터의 공간적 균일성을 고려하여 공간을 클러스터링 vs. 무작위 쪼개기 비교. -> 성능 up. 

- 중간 발표까지는 skewness 모르는 상태의 데이터셋을 다루는 문제는 해결하지 않을 것."
2026-04-17 14:08:24,"박세은","교수님께 이런 식으로 간단히 보고할 예정입니다"
2026-04-17 14:09:18,"박세은","팀원 온보딩 자료 읽어보았으나 DEEP과 SIFT 데이터셋 각각에서 KM20 성능 (n%)를 잘 파악하지 못하겠습니다"
2026-04-17 14:09:39,"박세은","혹시 몇 퍼센트인지 말씀해주실 수 있을까요?"
2026-04-17 14:11:52,"조현빈","DEEP과 SIFT 각각의 KM20 개선 성능 (BERN 대비 median Q-error 개선율, 5-seed 평균 [95% CI]):

데이터셋	s=50%	s=5%	s=1%
DEEP 1M	+1.64% [+1.11, +2.18]	+1.85% (단일)	+8.93% (단일)
DEEP 8M	+1.76% [+0.65, +2.86]	+0.55% [-3.11, +4.21]	-0.71% (노이즈)
SIFT 1.5M	+3.07% [+2.66, +3.48]	+4.39% [+2.63, +6.15]	-0.53% (양자화)"
2026-04-17 14:12:13,"조현빈","50/5/1% 입니다"
2026-04-17 14:12:52,"조현빈","파일로 수정해서 드릴게요"
2026-04-17 14:13:44,"조현빈","파일: 팀원 온보딩_20260417.pdf"
2026-04-17 14:14:05,"조현빈","git에도 푸시해놨습니다"
2026-04-17 14:14:39,"박세은","max 4.4% 정도 개선이라고 할 수 있겠네요"
2026-04-17 14:14:48,"박세은","감사합니다!"
2026-04-17 14:14:54,"조현빈","넵~!!"
2026-04-17 14:15:08,"박세은","제가 찾아봤어야 하는건데 면담까지 시간이 얼마 안 남아서 부탁드렸습니다. 죄송합니다"
2026-04-17 14:15:21,"조현빈","아닙니다~! 수고하셨습니다"
2026-04-17 16:41:06,"박세은","교수님 서명 받아서 지도확인서 7 제출했습니다. 노션에도 업로드했어요."
2026-04-17 16:42:21,"조현빈","넵!"
2026-04-19 22:36:42,"조현빈","4월 30일 보강 및 보강 참석 여부 공지

5월 1일 예정이었던 중간발표는 휴강입니다. 

<보강 일정>
– 4월 30일 목요일 저녁 7시 ~ 9시
– 인종: 제 1공학관 A428호 

중간발표 순서 배정을 위해서 각 팀들의 보강 참석 여부를 받을 예정입니다. 

<보강 참석 여부>
– 기한: 4월 22일 오후 6시까지 각 분반 조교, 코디 조교 cc해서 이메일 전송
– 대표 학생 1명만 보내면 되고 모든 팀원에 대해서 참석 여부를 알려주시길 바랍니다.
– 참석이 불가능한 팀원의 경우, 불참 사유까지 적어주시길 바랍니다.
– 참석 여부를 안 보낼 경우, 4월 30일에 모든 팀원 참석 가능한 것으로 간주하고 발표 일정은 랜덤하게 배정됩니다."
2026-04-19 22:37:35,"조현빈","저희 이건 어떻게 할까요? 전 이 주간(4월 마지막 주)에 잠깐 본가에 다녀오게 될 것 같아서"
2026-04-19 22:43:35,"박세은","저는 수요일이나 목요일이나 상관 없습니다!"
2026-04-19 22:44:45,"조현빈","다른 두 분이 그러면 일정 말씀하시면 그걸로 결정해서 세은님이 메일 보내주실래요?"
2026-04-19 22:44:54,"조현빈","저도 둘 다 상관은 없을 것 같습니다~!!"
2026-04-19 22:45:00,"박세은","넵"
2026-04-19 22:45:11,"조현빈","저 날 중에"
2026-04-19 22:45:18,"조현빈","하루만 자기팀 발표날에만 참석하면 되는거죠?"
2026-04-19 22:46:01,"박세은","음 아마 웬만한 이유 아니면 둘 다 참여해야 할 것 같은데요"
2026-04-19 22:46:09,"조현빈","후 그런가욤ㅋㅋ"
2026-04-19 22:46:34,"조현빈","아버지 회갑이라서 내려가야 한다고 해도 안되려나요 ㅋㅋ"
2026-04-19 22:47:05,"조현빈","수요일은 되는데 목요일도 참석해야하면 빡세긴한데 ㅋㅋ 안되면 어쩔 수 없겠지만은"
2026-04-19 22:52:23,"박세은","그건 교수님께서도 이해햐주실 것 같아요"
2026-04-19 22:58:37,"조현빈","30일 불참사유에 저는 아버지 환갑만 적어주세요ㅠ"
2026-04-19 23:01:52,"박세은","옙"
2026-04-19 23:37:58,"강재현","저도 요일 상관 없습니다!"
2026-04-20 08:11:39,"이동욱","저도 딱히 불참할 사유는 없어요"
2026-04-20 08:18:26,"조현빈","자문은 오늘 오나보네요"
2026-04-20 08:52:08,"강재현","사실 늦어도 어차피 자문 구하는 내역만 있으면 인정돼서 상관 없긴 해"
2026-04-20 08:54:40,"조현빈","ㅇㅇㅋㅋ"
2026-04-20 12:45:20,"박세은","참석 여부 메일 드렸습니다"
2026-04-21 10:59:58,"박세은","멘토님께서 보내주신 자문내역서 읽어보셨나요? 저는 더 여쭤볼 내용 없어서 이대로 감사 메일 정도만 보내려고 합니다. 혹시 추가로 여쭤볼 내용 있으시면 말씀해주세요"
2026-04-21 11:00:31,"조현빈","네 저도 읽어봤어요!!"
2026-04-21 11:25:30,"박세은","자문컨택내역과 자문내역서 런어스와 노션에 업로드했습니다"
